Latitude (decimal degrees):	51.028
Longitude (decimal degrees):	7.563
Elevation (m):	254
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230309:2210,0.0,0.0,0.0,7.18,4.55,0.0
20230309:2310,0.0,0.0,0.0,7.11,4.55,0.0
20230310:0010,0.0,0.0,0.0,7.24,5.45,0.0
20230310:0110,0.0,0.0,0.0,7.62,5.72,0.0
20230310:0210,0.0,0.0,0.0,7.81,5.86,0.0
20230310:0310,0.0,0.0,0.0,7.73,5.93,0.0
20230310:0410,0.0,0.0,0.0,7.37,5.17,0.0
20230310:0510,0.0,0.0,0.0,6.87,4.55,0.0
20230310:0610,0.0,0.0,0.0,6.65,4.0,0.0
20230310:0710,63.06,90.13,10.65,7.04,4.14,0.0
20230310:0810,159.34,197.1,19.06,7.42,4.0,0.0
20230310:0910,164.8,203.92,26.25,8.12,3.72,0.0
20230310:1010,383.23,450.44,31.61,8.7,3.86,0.0
20230310:1110,609.15,723.81,34.5,9.57,3.66,0.0
20230310:1210,102.16,134.43,34.49,9.06,4.34,0.0
20230310:1310,30.37,50.06,31.59,8.33,5.31,0.0
20230310:1410,49.69,73.24,26.22,7.55,4.83,0.0
20230310:1510,14.07,28.74,19.02,7.07,6.0,0.0
20230310:1610,21.18,38.01,10.61,5.74,4.83,0.0
20230310:1710,0.0,0.0,0.0,4.9,5.38,0.0
20230310:1810,0.0,0.0,0.0,1.29,8.69,0.0
20230310:1910,0.0,0.0,0.0,-0.43,8.62,0.0
20230310:2010,0.0,0.0,0.0,-0.62,7.93,0.0
20230310:2110,0.0,0.0,0.0,-0.92,6.76,0.0
20230310:2210,0.0,0.0,0.0,-0.98,7.38,0.0
20230310:2310,0.0,0.0,0.0,-1.5,6.62,0.0
20230311:0010,0.0,0.0,0.0,-1.93,6.07,0.0
20230311:0110,0.0,0.0,0.0,-2.21,4.9,0.0
20230311:0210,0.0,0.0,0.0,-2.26,4.48,0.0
20230311:0310,0.0,0.0,0.0,-2.83,3.45,0.0
20230311:0410,0.0,0.0,0.0,-2.95,3.17,0.0
20230311:0510,0.0,0.0,0.0,-3.04,2.76,0.0
20230311:0610,0.0,1.75,1.88,-3.31,2.34,0.0
20230311:0710,100.5,129.72,11.01,-2.49,2.55,0.0
20230311:0810,293.38,335.43,19.43,-1.55,2.41,0.0
20230311:0910,472.56,535.82,26.64,-0.04,2.69,0.0
20230311:1010,341.54,391.81,32.01,0.71,2.28,0.0
20230311:1110,404.27,466.54,34.9,1.29,1.52,0.0
20230311:1210,287.53,335.95,34.88,1.68,1.24,0.0
20230311:1310,304.07,353.34,31.95,1.94,1.72,0.0
20230311:1410,468.54,540.22,26.55,2.26,1.93,0.0
20230311:1510,336.73,391.06,19.32,2.41,2.0,0.0
20230311:1610,113.1,147.51,10.88,2.24,2.0,0.0
20230311:1710,0.0,0.87,1.75,1.81,1.31,0.0
20230311:1810,0.0,0.0,0.0,1.07,1.17,0.0
20230311:1910,0.0,0.0,0.0,-0.53,1.38,0.0
20230311:2010,0.0,0.0,0.0,-2.35,1.59,0.0
20230311:2110,0.0,0.0,0.0,-3.28,1.79,0.0
20230311:2210,0.0,0.0,0.0,-3.67,1.93,0.0
20230311:2310,0.0,0.0,0.0,-3.54,1.93,0.0
20230312:0010,0.0,0.0,0.0,-2.46,2.07,0.0
20230312:0110,0.0,0.0,0.0,-1.6,2.28,0.0
20230312:0210,0.0,0.0,0.0,-0.81,2.62,0.0
20230312:0310,0.0,0.0,0.0,-0.45,2.83,0.0
20230312:0410,0.0,0.0,0.0,-0.45,2.9,0.0
20230312:0510,0.0,0.0,0.0,-0.03,3.17,0.0
20230312:0610,0.0,0.87,2.23,-0.04,3.38,0.0
20230312:0710,98.2,128.13,11.36,-0.08,3.38,0.0
20230312:0810,32.35,50.99,19.8,0.49,3.79,0.0
20230312:0910,70.87,95.49,27.02,1.09,3.66,0.0
20230312:1010,55.06,77.88,32.4,1.91,3.45,0.0
20230312:1110,114.08,144.63,35.3,3.29,3.59,0.0
20230312:1210,69.52,95.49,35.26,5.27,4.48,0.0
20230312:1310,67.52,93.64,32.3,6.49,4.76,0.0
20230312:1410,90.85,120.52,26.87,7.1,4.62,0.0
20230312:1510,49.69,73.24,19.62,7.49,4.21,0.0
20230312:1610,12.02,25.96,11.16,7.72,4.55,0.0
20230312:1710,0.0,1.75,2.01,7.46,4.48,0.0
20230312:1810,0.0,0.0,0.0,6.89,4.07,0.0
20230312:1910,0.0,0.0,0.0,6.69,3.79,0.0
20230312:2010,0.0,0.0,0.0,6.49,3.66,0.0
20230312:2110,0.0,0.0,0.0,6.09,3.72,0.0
20230312:2210,0.0,0.0,0.0,5.94,3.86,0.0
20230312:2310,0.0,0.0,0.0,6.0,4.07,0.0
20230313:0010,0.0,0.0,0.0,6.27,4.14,0.0
20230313:0110,0.0,0.0,0.0,6.47,4.14,0.0
20230313:0210,0.0,0.0,0.0,6.82,5.03,0.0
20230313:0310,0.0,0.0,0.0,7.39,5.66,0.0
20230313:0410,0.0,0.0,0.0,7.82,5.59,0.0
20230313:0510,0.0,0.0,0.0,8.31,5.45,0.0
20230313:0610,0.0,2.78,2.58,8.7,5.24,0.0
20230313:0710,3.52,12.98,11.72,9.74,5.86,0.0
20230313:0810,112.56,146.42,20.17,10.3,6.41,0.0
20230313:0910,33.01,53.77,27.41,10.55,6.48,0.0
20230313:1010,35.98,57.48,32.8,10.71,6.21,0.0
20230313:1110,92.63,124.23,35.69,10.85,6.69,0.0
20230313:1210,73.24,101.98,35.65,11.17,6.76,0.0
20230313:1310,119.29,155.75,32.66,12.4,6.21,0.0
20230313:1410,71.76,101.05,27.2,12.96,5.86,0.0
20230313:1510,89.55,121.71,19.92,13.05,6.48,0.0
20230313:1610,32.61,53.9,11.44,13.04,6.41,0.0
20230313:1710,0.0,1.75,2.28,12.18,5.52,0.0
20230313:1810,0.0,0.0,0.0,11.22,4.69,0.0
20230313:1910,0.0,0.0,0.0,10.6,4.21,0.0
20230313:2010,0.0,0.0,0.0,10.06,4.0,0.0
20230313:2110,0.0,0.0,0.0,9.57,4.21,0.0
20230313:2210,0.0,0.0,0.0,9.08,4.9,0.0
20230313:2310,0.0,0.0,0.0,9.15,5.38,0.0
20230314:0010,0.0,0.0,0.0,8.67,5.38,0.0
20230314:0110,0.0,0.0,0.0,8.05,5.38,0.0
20230314:0210,0.0,0.0,0.0,7.61,5.45,0.0
20230314:0310,0.0,0.0,0.0,6.98,5.17,0.0
20230314:0410,0.0,0.0,0.0,6.67,5.03,0.0
20230314:0510,0.0,0.0,0.0,6.72,5.03,0.0
20230314:0610,0.35,6.49,2.93,6.65,4.9,0.0
20230314:0710,62.8,89.25,12.08,7.23,5.24,0.0
20230314:0810,111.87,144.18,20.54,7.45,4.9,0.0
20230314:0910,94.29,125.16,27.79,8.45,4.21,0.0
20230314:1010,80.0,108.47,33.2,8.06,6.41,0.0
20230314:1110,83.87,112.18,36.09,6.54,6.55,0.0
20230314:1210,66.97,92.71,36.03,5.81,5.45,0.0
20230314:1310,90.49,118.67,33.02,4.41,6.0,0.0
20230314:1410,116.48,147.38,27.53,4.0,4.76,0.0
20230314:1510,205.78,245.24,20.21,4.2,4.21,0.0
20230314:1610,45.76,68.04,11.72,4.17,4.07,0.0
20230314:1710,0.0,3.5,2.54,3.4,4.14,0.0
20230314:1810,0.0,0.0,0.0,2.58,3.93,0.0
20230314:1910,0.0,0.0,0.0,2.8,3.59,0.0
20230314:2010,0.0,0.0,0.0,2.43,3.31,0.0
20230314:2110,0.0,0.0,0.0,1.94,3.1,0.0
20230314:2210,0.0,0.0,0.0,1.08,2.83,0.0
20230314:2310,0.0,0.0,0.0,0.11,2.69,0.0
20230315:0010,0.0,0.0,0.0,-0.48,2.76,0.0
20230315:0110,0.0,0.0,0.0,-0.76,3.03,0.0
20230315:0210,0.0,0.0,0.0,-0.69,2.9,0.0
20230315:0310,0.0,0.0,0.0,-0.59,3.17,0.0
20230315:0410,0.0,0.0,0.0,-0.42,2.83,0.0
20230315:0510,0.0,0.0,0.0,-0.26,2.83,0.0
20230315:0610,0.0,4.64,3.28,-0.48,3.1,0.0
20230315:0710,64.64,88.79,12.44,-0.42,1.86,0.0
20230315:0810,107.16,135.48,20.92,0.56,2.55,0.0
20230315:0910,192.21,228.69,28.18,1.44,2.62,0.0
20230315:1010,336.38,389.34,33.6,2.51,2.34,0.0
20230315:1110,562.57,655.58,36.49,3.56,2.34,0.0
20230315:1210,523.39,608.95,36.42,4.03,2.48,0.0
20230315:1310,552.94,645.69,33.38,4.54,2.41,0.0
20230315:1410,395.93,460.26,27.85,4.59,2.28,0.0
20230315:1510,404.2,473.97,20.51,4.58,1.79,0.0
20230315:1610,202.7,257.0,11.99,4.41,1.31,0.0
20230315:1710,1.38,8.74,2.81,3.61,0.21,0.0
20230315:1810,0.0,0.0,0.0,1.78,1.1,0.0
20230315:1910,0.0,0.0,0.0,0.22,1.52,0.0
20230315:2010,0.0,0.0,0.0,-0.39,1.93,0.0
20230315:2110,0.0,0.0,0.0,-0.64,2.0,0.0
20230315:2210,0.0,0.0,0.0,-0.34,2.21,0.0
20230315:2310,0.0,0.0,0.0,0.14,2.48,0.0
20230316:0010,0.0,0.0,0.0,0.23,2.76,0.0
20230316:0110,0.0,0.0,0.0,0.23,3.17,0.0
20230316:0210,0.0,0.0,0.0,0.19,3.52,0.0
20230316:0310,0.0,0.0,0.0,0.15,3.72,0.0
20230316:0410,0.0,0.0,0.0,0.09,4.0,0.0
20230316:0510,0.0,0.0,0.0,0.1,4.0,0.0
20230316:0610,0.0,3.71,3.64,0.12,4.14,0.0
20230316:0710,94.3,123.12,12.8,0.97,4.34,0.0
20230316:0810,189.55,225.25,21.29,1.93,4.28,0.0
20230316:0910,157.6,191.82,28.57,3.18,4.69,0.0
20230316:1010,595.38,682.94,34.0,4.05,4.69,0.0
20230316:1110,162.61,199.22,36.89,5.2,5.1,0.0
20230316:1210,824.24,966.52,36.8,5.93,5.31,0.0
20230316:1310,317.81,371.97,33.73,7.22,5.52,0.0
20230316:1410,615.85,715.16,28.17,7.9,5.52,0.0
20230316:1510,367.06,429.64,20.81,7.84,5.24,0.0
20230316:1610,215.88,273.79,12.27,7.46,4.97,0.0
20230316:1710,0.94,7.87,3.07,6.64,5.1,0.0
20230316:1810,0.0,0.0,0.0,5.68,5.17,0.0
20230316:1910,0.0,0.0,0.0,5.33,5.1,0.0
20230316:2010,0.0,0.0,0.0,4.98,4.97,0.0
20230316:2110,0.0,0.0,0.0,4.79,4.9,0.0
20230316:2210,0.0,0.0,0.0,4.82,4.9,0.0
20230316:2310,0.0,0.0,0.0,4.88,4.83,0.0
20230317:0010,0.0,0.0,0.0,4.93,4.69,0.0
20230317:0110,0.0,0.0,0.0,5.04,4.55,0.0
20230317:0210,0.0,0.0,0.0,5.09,4.48,0.0
20230317:0310,0.0,0.0,0.0,4.98,4.28,0.0
20230317:0410,0.0,0.0,0.0,4.8,4.14,0.0
20230317:0510,0.0,0.0,0.0,4.71,4.14,0.0
20230317:0610,2.6,11.13,3.99,4.58,4.07,0.0
20230317:0710,165.42,208.6,13.16,5.23,4.07,0.0
20230317:0810,293.82,346.74,21.66,6.95,3.72,0.0
20230317:0910,608.92,715.51,28.96,8.67,4.21,0.0
20230317:1010,569.74,674.22,34.4,10.03,4.14,0.0
20230317:1110,564.07,673.94,37.3,11.48,3.93,0.0
20230317:1210,471.24,564.43,37.19,12.4,3.72,0.0
20230317:1310,245.63,301.38,34.09,13.26,3.72,0.0
20230317:1410,327.89,395.58,28.5,13.55,3.93,0.0
20230317:1510,120.98,158.49,21.1,13.48,4.0,0.0
20230317:1610,51.16,76.98,12.54,12.66,3.72,0.0
20230317:1710,0.0,3.5,3.34,11.62,3.59,0.0
20230317:1810,0.0,0.0,0.0,10.35,3.45,0.0
20230317:1910,0.0,0.0,0.0,10.38,3.52,0.0
20230317:2010,0.0,0.0,0.0,9.58,3.52,0.0
20230317:2110,0.0,0.0,0.0,8.76,2.9,0.0
20230317:2210,0.0,0.0,0.0,8.35,2.62,0.0
20230317:2310,0.0,0.0,0.0,7.82,2.48,0.0
20230318:0010,0.0,0.0,0.0,7.92,2.41,0.0
20230318:0110,0.0,0.0,0.0,7.78,2.48,0.0
20230318:0210,0.0,0.0,0.0,7.82,2.69,0.0
20230318:0310,0.0,0.0,0.0,7.52,2.83,0.0
20230318:0410,0.0,0.0,0.0,7.14,2.9,0.0
20230318:0510,0.0,0.0,0.0,6.82,2.97,0.0
20230318:0610,10.33,25.59,4.35,6.86,3.1,0.0
20230318:0710,109.25,144.02,13.53,7.3,2.9,0.0
20230318:0810,185.26,227.97,22.04,8.87,2.83,0.0
20230318:0910,446.98,530.89,29.34,10.49,3.1,0.0
20230318:1010,490.58,587.9,34.8,12.01,3.24,0.0
20230318:1110,546.88,662.09,37.7,13.28,3.24,0.0
20230318:1210,606.34,741.52,37.57,14.03,3.03,0.0
20230318:1310,342.6,417.12,34.45,14.56,3.03,0.0
20230318:1410,85.82,118.67,28.82,14.78,3.31,0.0
20230318:1510,80.67,112.1,21.39,13.85,3.45,0.0
20230318:1610,121.99,164.43,12.81,13.01,2.48,0.0
20230318:1710,4.03,13.99,3.6,12.33,2.28,0.0
20230318:1810,0.0,0.0,0.0,10.6,2.21,0.0
20230318:1910,0.0,0.0,0.0,10.56,2.28,0.0
20230318:2010,0.0,0.0,0.0,9.58,2.48,0.0
20230318:2110,0.0,0.0,0.0,8.83,2.62,0.0
20230318:2210,0.0,0.0,0.0,8.26,2.55,0.0
20230318:2310,0.0,0.0,0.0,8.05,2.48,0.0
20230319:0010,0.0,0.0,0.0,7.74,2.48,0.0
20230319:0110,0.0,0.0,0.0,7.44,2.55,0.0
20230319:0210,0.0,0.0,0.0,7.04,2.55,0.0
20230319:0310,0.0,0.0,0.0,6.74,2.48,0.0
20230319:0410,0.0,0.0,0.0,6.39,2.34,0.0
20230319:0510,0.0,0.0,0.0,6.11,2.21,0.0
20230319:0610,5.27,15.76,4.7,6.1,2.14,0.0
20230319:0710,84.91,115.39,13.89,7.51,2.07,0.0
20230319:0810,161.17,201.3,22.41,9.08,2.48,0.0
20230319:0910,190.58,235.64,29.73,10.3,2.83,0.0
20230319:1010,143.22,183.47,35.2,11.65,2.76,0.0
20230319:1110,171.25,216.6,38.1,12.7,2.69,0.0
20230319:1210,442.6,531.2,37.96,11.93,3.03,0.0
20230319:1310,91.69,123.31,34.8,10.59,4.0,0.0
20230319:1410,21.4,38.94,29.14,10.04,3.52,0.0
20230319:1510,349.0,419.27,21.69,10.2,2.14,0.0
20230319:1610,11.81,25.96,13.08,10.62,2.0,0.0
20230319:1710,2.16,10.49,3.86,10.36,0.97,0.0
20230319:1810,0.0,0.0,0.0,9.4,1.72,0.0
20230319:1910,0.0,0.0,0.0,8.76,1.52,0.0
20230319:2010,0.0,0.0,0.0,8.01,1.72,0.0
20230319:2110,0.0,0.0,0.0,7.32,1.72,0.0
20230319:2210,0.0,0.0,0.0,7.35,1.45,0.0
20230319:2310,0.0,0.0,0.0,7.32,1.38,0.0
20230320:0010,0.0,0.0,0.0,7.5,1.59,0.0
20230320:0110,0.0,0.0,0.0,7.48,1.93,0.0
20230320:0210,0.0,0.0,0.0,7.48,2.41,0.0
20230320:0310,0.0,0.0,0.0,7.15,2.28,0.0
20230320:0410,0.0,0.0,0.0,6.52,2.76,0.0
20230320:0510,0.0,0.0,0.0,5.94,3.03,0.0
20230320:0610,1.17,8.34,5.06,5.29,2.48,0.0
20230320:0710,41.52,63.04,14.25,5.22,2.14,0.0
20230320:0810,120.43,153.23,22.79,5.62,2.28,0.0
20230320:0910,221.79,266.52,30.12,6.52,2.76,0.0
20230320:1010,198.26,241.17,35.6,7.2,3.38,0.0
20230320:1110,284.4,337.8,38.5,7.57,3.72,0.0
20230320:1210,301.17,356.21,38.34,7.37,3.79,0.0
20230320:1310,186.16,227.43,35.15,7.08,3.66,0.0
20230320:1410,134.27,169.36,29.46,6.86,3.45,0.0
20230320:1510,127.41,161.46,21.98,6.58,2.97,0.0
20230320:1610,154.19,198.14,13.36,6.43,2.34,0.0
20230320:1710,4.72,14.87,4.12,6.16,2.28,0.0
20230320:1810,0.0,0.0,0.0,5.85,2.28,0.0
20230320:1910,0.0,0.0,0.0,6.19,2.14,0.0
20230320:2010,0.0,0.0,0.0,6.07,2.21,0.0
20230320:2110,0.0,0.0,0.0,5.96,2.07,0.0
20230320:2210,0.0,0.0,0.0,5.76,2.07,0.0
20230320:2310,0.0,0.0,0.0,5.81,2.14,0.0
20230321:0010,0.0,0.0,0.0,5.86,2.28,0.0
20230321:0110,0.0,0.0,0.0,6.0,2.21,0.0
20230321:0210,0.0,0.0,0.0,6.03,2.07,0.0
20230321:0310,0.0,0.0,0.0,5.78,2.07,0.0
20230321:0410,0.0,0.0,0.0,5.52,2.28,0.0
20230321:0510,0.0,0.0,0.0,5.25,2.41,0.0
20230321:0610,0.0,4.64,5.42,5.62,2.48,0.0
20230321:0710,0.0,0.0,0.0,6.36,2.48,0.0
20230321:0810,0.0,0.0,0.0,7.09,2.62,0.0
20230321:0910,67.87,94.56,30.51,7.42,2.76,0.0
20230321:1010,140.9,177.87,36.0,7.87,2.83,0.0
20230321:1110,171.6,212.88,38.9,8.54,3.24,0.0
20230321:1210,98.58,130.72,38.73,9.69,4.14,0.0
20230321:1310,126.49,163.17,35.51,10.65,4.21,0.0
20230321:1410,154.3,194.83,29.78,11.19,4.41,0.0
20230321:1510,139.93,178.4,22.27,11.14,4.28,0.0
20230321:1610,111.81,149.83,13.63,11.1,3.86,0.0
20230321:1710,6.74,18.36,4.38,10.54,3.52,0.0
20230321:1810,0.0,0.0,0.0,9.57,3.24,0.0
20230321:1910,0.0,0.0,0.0,8.75,3.1,0.0
20230321:2010,0.0,0.0,0.0,8.66,2.97,0.0
20230321:2110,0.0,0.0,0.0,8.68,2.83,0.0
20230321:2210,0.0,0.0,0.0,8.41,2.83,0.0
20230321:2310,0.0,0.0,0.0,8.12,2.9,0.0
20230322:0010,0.0,0.0,0.0,7.95,2.97,0.0
20230322:0110,0.0,0.0,0.0,7.88,3.03,0.0
20230322:0210,0.0,0.0,0.0,7.85,3.31,0.0
20230322:0310,0.0,0.0,0.0,7.76,3.66,0.0
20230322:0410,0.0,0.0,0.0,7.63,3.86,0.0
20230322:0510,0.0,0.0,0.0,7.49,4.0,0.0
20230322:0610,19.4,38.62,5.77,7.65,4.21,0.0
20230322:0710,0.0,0.0,0.0,8.16,4.62,0.0
20230322:0810,243.62,292.63,23.54,9.03,4.34,0.0
20230322:0910,445.82,520.57,30.9,10.07,6.41,0.0
20230322:1010,529.01,618.73,36.4,10.55,6.76,0.0
20230322:1110,503.84,591.55,39.3,11.04,6.69,0.0
20230322:1210,615.13,727.12,39.11,11.49,6.14,0.0
20230322:1310,155.05,196.28,35.86,11.83,5.24,0.0
20230322:1410,161.14,202.98,30.1,11.83,4.9,0.0
20230322:1510,78.64,108.3,22.56,10.88,4.28,0.0
20230322:1610,25.67,44.5,13.89,10.3,4.07,0.0
20230322:1710,0.0,5.25,4.64,10.11,4.0,0.0
20230322:1810,0.0,0.0,0.0,10.04,4.0,0.0
20230322:1910,0.0,0.0,0.0,10.31,4.48,0.0
20230322:2010,0.0,0.0,0.0,10.25,4.69,0.0
20230322:2110,0.0,0.0,0.0,10.03,4.62,0.0
20230322:2210,0.0,0.0,0.0,9.83,4.62,0.0
20230322:2310,0.0,0.0,0.0,9.67,4.69,0.0
20230323:0010,0.0,0.0,0.0,9.68,4.69,0.0
20230323:0110,0.0,0.0,0.0,9.55,4.69,0.0
20230323:0210,0.0,0.0,0.0,9.09,4.9,0.0
20230323:0310,0.0,0.0,0.0,9.07,4.9,0.0
20230323:0410,0.0,0.0,0.0,9.12,5.03,0.0
20230323:0510,0.0,0.0,0.0,9.09,5.03,0.0
20230323:0610,12.65,27.47,6.13,9.02,4.97,0.0
20230323:0710,41.56,63.97,15.34,9.22,4.9,0.0
20230323:0810,50.85,75.1,23.91,9.23,5.1,0.0
20230323:0910,107.06,139.99,31.29,9.36,5.66,0.0
20230323:1010,114.42,148.34,36.8,9.4,5.86,0.0
20230323:1110,129.09,165.95,39.7,10.43,4.34,0.0
20230323:1210,102.69,136.28,39.49,11.46,5.1,0.0
20230323:1310,117.57,153.9,36.21,12.32,5.1,0.0
20230323:1410,71.86,101.05,30.42,12.59,5.24,0.0
20230323:1510,51.58,76.95,22.84,12.44,4.97,0.0
20230323:1610,134.34,177.4,14.16,11.92,4.28,0.0
20230323:1710,7.83,20.11,4.9,11.37,4.0,0.0
20230323:1810,0.0,0.0,0.0,10.71,4.14,0.0
20230323:1910,0.0,0.0,0.0,9.77,3.93,0.0
20230323:2010,0.0,0.0,0.0,9.54,4.34,0.0
20230323:2110,0.0,0.0,0.0,9.61,4.69,0.0
20230323:2210,0.0,0.0,0.0,9.92,4.97,0.0
20230323:2310,0.0,0.0,0.0,9.69,5.31,0.0
20230324:0010,0.0,0.0,0.0,9.84,4.9,0.0
20230324:0110,0.0,0.0,0.0,10.01,5.03,0.0
20230324:0210,0.0,0.0,0.0,10.37,5.59,0.0
20230324:0310,0.0,0.0,0.0,10.61,5.86,0.0
20230324:0410,0.0,0.0,0.0,10.69,5.86,0.0
20230324:0510,0.0,0.0,0.0,10.69,5.86,0.0
20230324:0610,45.13,85.0,6.49,10.34,6.07,0.0
20230324:0710,70.18,98.13,15.7,9.35,4.48,0.0
20230324:0810,101.65,134.06,24.29,9.36,3.66,0.0
20230324:0910,234.46,283.72,31.68,9.58,3.72,0.0
20230324:1010,375.36,444.42,37.2,10.19,4.48,0.0
20230324:1110,412.21,487.36,40.1,10.89,5.38,0.0
20230324:1210,492.65,581.69,39.87,11.35,5.72,0.0
20230324:1310,466.26,549.94,36.56,11.77,6.21,0.0
20230324:1410,187.41,232.4,30.73,11.96,5.79,0.0
20230324:1510,260.2,314.78,23.13,11.92,5.38,0.0
20230324:1610,174.38,225.31,14.43,10.92,4.48,0.0
20230324:1710,0.0,4.64,5.16,10.54,4.48,0.0
20230324:1810,0.0,0.0,0.0,9.41,4.55,0.0
20230324:1910,0.0,0.0,0.0,8.52,4.62,0.0
20230324:2010,0.0,0.0,0.0,8.19,4.48,0.0
20230324:2110,0.0,0.0,0.0,7.55,4.41,0.0
20230324:2210,0.0,0.0,0.0,7.12,4.55,0.0
20230324:2310,0.0,0.0,0.0,6.75,4.83,0.0
20230325:0010,0.0,0.0,0.0,6.71,5.31,0.0
20230325:0110,0.0,0.0,0.0,6.19,5.72,0.0
20230325:0210,0.0,0.0,0.0,5.94,6.14,0.0
20230325:0310,0.0,0.0,0.0,5.54,5.86,0.0
20230325:0410,0.0,0.0,0.0,5.52,6.0,0.0
20230325:0510,0.0,0.0,0.0,5.39,5.66,0.0
20230325:0610,0.74,7.42,6.84,5.51,5.86,0.0
20230325:0710,128.22,163.41,16.07,6.02,5.66,0.0
20230325:0810,46.86,69.53,24.66,6.39,6.14,0.0
20230325:0910,73.97,101.05,32.07,6.76,6.0,0.0
20230325:1010,84.84,114.03,37.6,8.01,5.59,0.0
20230325:1110,319.16,376.38,40.5,8.58,6.0,0.0
20230325:1210,158.89,198.22,40.26,9.28,6.48,0.0
20230325:1310,137.49,174.3,36.91,9.61,7.45,0.0
20230325:1410,33.87,54.7,31.05,9.97,7.24,0.0
20230325:1510,160.3,199.56,23.42,9.69,6.83,0.0
20230325:1610,14.68,29.67,14.7,7.92,8.28,0.0
20230325:1710,24.91,58.03,5.41,7.6,6.62,0.0
20230325:1810,0.0,0.0,0.0,7.12,6.28,0.0
20230325:1910,0.0,0.0,0.0,6.58,5.52,0.0
20230325:2010,0.0,0.0,0.0,6.28,4.97,0.0
20230325:2110,0.0,0.0,0.0,6.07,4.48,0.0
20230325:2210,0.0,0.0,0.0,5.74,4.14,0.0
20230325:2310,0.0,0.0,0.0,5.42,4.21,0.0
20230326:0010,0.0,0.0,0.0,5.32,4.07,0.0
20230326:0110,0.0,0.0,0.0,5.45,3.59,0.0
20230326:0210,0.0,0.0,0.0,5.38,3.1,0.0
20230326:0310,0.0,0.0,0.0,5.32,2.83,0.0
20230326:0410,0.0,0.0,0.0,5.16,2.69,0.0
20230326:0510,0.0,0.0,0.0,5.04,2.34,0.0
20230326:0610,4.18,13.91,7.2,4.89,2.48,0.0
20230326:0710,24.08,41.72,16.43,5.43,2.14,0.0
20230326:0810,53.13,76.95,25.03,5.95,2.28,0.0
20230326:0910,47.56,70.46,32.46,6.28,2.62,0.0
20230326:1010,79.7,107.54,38.0,6.17,3.52,0.0
20230326:1110,105.28,136.28,40.9,5.81,3.52,0.0
20230326:1210,128.29,162.24,40.64,5.72,2.69,0.0
20230326:1310,121.13,154.83,37.26,6.05,1.45,0.0
20230326:1410,168.28,207.98,31.36,6.19,1.17,0.0
20230326:1510,93.12,123.07,23.7,6.03,1.38,0.0
20230326:1610,71.31,98.49,14.96,5.85,2.07,0.0
20230326:1710,14.09,30.19,5.67,5.27,2.69,0.0
20230326:1810,0.0,0.0,0.0,4.8,3.31,0.0
20230326:1910,0.0,0.0,0.0,5.0,4.28,0.0
20230326:2010,0.0,0.0,0.0,4.46,4.69,0.0
20230326:2110,0.0,0.0,0.0,3.57,4.83,0.0
20230326:2210,0.0,0.0,0.0,2.26,4.62,0.0
20230326:2310,0.0,0.0,0.0,1.03,4.21,0.0
20230327:0010,0.0,0.0,0.0,0.25,4.0,0.0
20230327:0110,0.0,0.0,0.0,-0.13,3.93,0.0
20230327:0210,0.0,0.0,0.0,-0.42,3.79,0.0
20230327:0310,0.0,0.0,0.0,-0.64,3.52,0.0
20230327:0410,0.0,0.0,0.0,-1.0,3.1,0.0
20230327:0510,0.0,0.0,0.0,-1.26,2.97,0.0
20230327:0610,60.9,103.24,7.55,-1.11,2.83,0.0
20230327:0710,258.22,307.78,16.79,0.39,3.31,0.0
20230327:0810,470.36,537.89,25.41,1.73,3.24,0.0
20230327:0910,180.4,217.36,32.84,3.02,3.31,0.0
20230327:1010,352.69,409.04,38.4,4.12,3.59,0.0
20230327:1110,445.96,515.58,41.3,4.79,4.07,0.0
20230327:1210,120.54,152.97,41.01,5.46,4.48,0.0
20230327:1310,817.61,960.9,37.61,5.48,4.69,0.0
20230327:1410,673.48,780.03,31.67,5.66,4.9,0.0
20230327:1510,492.11,564.41,23.98,3.89,5.03,0.0
20230327:1610,206.74,255.66,15.22,3.77,4.76,0.0
20230327:1710,9.7,22.25,5.93,2.89,4.76,0.0
20230327:1810,0.0,0.0,0.0,2.04,4.0,0.0
20230327:1910,0.0,0.0,0.0,1.2,3.66,0.0
20230327:2010,0.0,0.0,0.0,0.74,3.45,0.0
20230327:2110,0.0,0.0,0.0,0.45,3.1,0.0
20230327:2210,0.0,0.0,0.0,-0.16,2.83,0.0
20230327:2310,0.0,0.0,0.0,-0.66,2.76,0.0
20230328:0010,0.0,0.0,0.0,-1.16,2.62,0.0
20230328:0110,0.0,0.0,0.0,-1.29,2.41,0.0
20230328:0210,0.0,0.0,0.0,-1.71,2.21,0.0
20230328:0310,0.0,0.0,0.0,-2.05,1.93,0.0
20230328:0410,0.0,0.0,0.0,-2.55,1.86,0.0
20230328:0510,0.0,0.0,0.0,-2.9,1.86,0.0
20230328:0610,61.8,100.61,7.91,-2.71,1.52,0.0
20230328:0710,245.73,293.63,17.15,-0.32,1.79,0.0
20230328:0810,497.45,572.52,25.78,0.66,1.86,0.0
20230328:0910,403.71,466.13,33.23,2.24,2.0,0.0
